sample_id,population_id,superpopulation,dataset,country,neural_ancestry,supervised,in_qc_panel,African,American,East Asian,European,South Asian,max_ancestry,assigned_group
HG00557,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00558,CHS,East Asian,kg,,,yes,no,,,,,,,
HG00559,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00560,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00561,CHS,East Asian,kg,,,yes,no,,,,,,,
HG00565,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00566,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00567,CHS,East Asian,kg,,,yes,no,,,,,,,
HG00577,CHS,East Asian,kg,,,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00578,CHS,East Asian,kg,,,yes,no,,,,,,,
HG00579,CHS,East Asian,kg,,,yes,no,,,,,,,
HG00580,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1.4e-05,0.999956,1e-05,1e-05,0.999956,East Asian
HG00581,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00582,CHS,East Asian,kg,,,yes,no,,,,,,,
HG00583,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00584,CHS,East Asian,kg,,East Asian,yes,no,,,,,,,
HG00585,CHS,East Asian,kg,,,yes,no,,,,,,,
HG00589,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1.2e-05,0.999958,1e-05,1e-05,0.999958,East Asian
HG00590,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1.4e-05,0.999956,1e-05,1e-05,0.999956,East Asian
HG00591,CHS,East Asian,kg,,,yes,no,,,,,,,
HG00592,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,0.005857,0.98766,0.006463,1e-05,0.98766,East Asian
HG00593,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00594,CHS,East Asian,kg,,,yes,no,,,,,,,
HG00595,CHS,East Asian,kg,,East Asian,yes,no,,,,,,,
HG00596,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00597,CHS,East Asian,kg,,,yes,no,,,,,,,
HG00598,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00599,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00607,CHS,East Asian,kg,,East Asian,yes,no,,,,,,,
HG00608,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00609,CHS,East Asian,kg,,,yes,no,,,,,,,
HG00610,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00611,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00612,CHS,East Asian,kg,,,yes,no,,,,,,,
HG00613,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00614,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00615,CHS,East Asian,kg,,,yes,no,,,,,,,
HG00619,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1.2e-05,0.999958,1e-05,1e-05,0.999958,East Asian
HG00620,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00621,CHS,East Asian,kg,,,yes,no,,,,,,,
HG00622,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00623,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00625,CHS,East Asian,kg,,East Asian,yes,yes,1.3e-05,1e-05,0.999957,1e-05,1e-05,0.999957,East Asian
HG00626,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00627,CHS,East Asian,kg,,,yes,no,,,,,,,
HG00628,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1.7e-05,0.999953,1e-05,1e-05,0.999953,East Asian
HG00629,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1.6e-05,0.999954,1e-05,1e-05,0.999954,East Asian
HG00630,CHS,East Asian,kg,,,yes,no,,,,,,,
HG00631,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1.6e-05,0.999954,1e-05,1e-05,0.999954,East Asian
HG00632,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1.4e-05,0.999956,1e-05,1e-05,0.999956,East Asian
HG00634,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00635,CHS,East Asian,kg,,,yes,no,,,,,,,
HG00636,CHS,East Asian,kg,,,yes,no,,,,,,,
HG00637,PUR,American,kg,,,no,yes,0.164444,0.12876,0.005186,0.701601,1e-05,0.701601,European
HG00638,PUR,American,kg,,,no,yes,0.174195,0.147987,1e-05,0.677798,1e-05,0.677798,European
HG00639,PUR,American,kg,,,no,no,,,,,,,
HG00640,PUR,American,kg,,,no,yes,0.081092,0.09884,0.00669,0.804597,0.008781,0.804597,European
HG00641,PUR,American,kg,,,no,yes,0.087829,0.16021,1e-05,0.751941,1e-05,0.751941,European
HG00642,PUR,American,kg,,,no,no,,,,,,,
HG00650,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00651,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00652,CHS,East Asian,kg,,,yes,no,,,,,,,
HG00653,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00654,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00655,CHS,East Asian,kg,,,yes,no,,,,,,,
HG00656,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00657,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00658,CHS,East Asian,kg,,,yes,no,,,,,,,
HG00662,CHS,East Asian,kg,,East Asian,yes,yes,1.9e-05,1.1e-05,0.99995,1e-05,1e-05,0.99995,East Asian
HG00663,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00664,CHS,East Asian,kg,,,yes,no,,,,,,,
HG00671,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00672,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00673,CHS,East Asian,kg,,,yes,no,,,,,,,
HG00674,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00675,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00683,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00684,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00685,CHS,East Asian,kg,,,yes,no,,,,,,,
HG00689,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00690,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00691,CHS,East Asian,kg,,,yes,no,,,,,,,
HG00692,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00693,CHS,East Asian,kg,,East Asian,yes,yes,1.1e-05,1e-05,0.999959,1e-05,1e-05,0.999959,East Asian
HG00694,CHS,East Asian,kg,,,yes,no,,,,,,,
HG00698,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00699,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00700,CHS,East Asian,kg,,,yes,no,,,,,,,
HG00701,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00702,CHS,East Asian,kg,,,yes,no,,,,,,,
HG00703,CHS,East Asian,kg,,,yes,no,,,,,,,
HG00704,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00705,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00706,CHS,East Asian,kg,,,yes,no,,,,,,,
HG00707,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00708,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1.1e-05,0.999959,1e-05,1e-05,0.999959,East Asian
HG00709,CHS,East Asian,kg,,,yes,no,,,,,,,
HG00717,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00728,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00729,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00731,PUR,American,kg,,,no,yes,0.036354,0.062902,0.001535,0.899199,1e-05,0.899199,European
HG00732,PUR,American,kg,,,no,yes,0.062827,0.101601,0.01769,0.817872,1e-05,0.817872,European
HG00733,PUR,American,kg,,,no,no,,,,,,,
HG00734,PUR,American,kg,,,no,yes,0.101707,0.192918,0.00106,0.704304,1e-05,0.704304,European
HG00735,PUR,American,kg,,,no,no,,,,,,,
HG00736,PUR,American,kg,,,no,yes,0.059341,0.104138,1e-05,0.836501,1e-05,0.836501,European
HG00737,PUR,American,kg,,,no,yes,0.084136,0.094334,1e-05,0.82151,1e-05,0.82151,European
HG00738,PUR,American,kg,,,no,no,,,,,,,
HG00739,PUR,American,kg,,,no,yes,0.050601,0.053236,1e-05,0.896143,1e-05,0.896143,European
HG00740,PUR,American,kg,,,no,yes,0.114928,0.150108,1e-05,0.734945,1e-05,0.734945,European
HG00741,PUR,American,kg,,,no,no,,,,,,,
HG00742,PUR,American,kg,,,no,yes,0.062212,0.044301,1.6e-05,0.893461,1e-05,0.893461,European
HG00743,PUR,American,kg,,,no,yes,0.099145,0.209227,1e-05,0.691608,1e-05,0.691608,European
HG00759,CDX,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00766,CDX,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00844,CDX,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00851,CDX,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00864,CDX,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00867,CDX,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00879,CDX,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00881,CDX,East Asian,kg,,East Asian,yes,no,,,,,,,
HG00956,CDX,East Asian,kg,,East Asian,yes,yes,0.002723,1e-05,0.997247,1e-05,1e-05,0.997247,East Asian
HG00978,CDX,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG00982,CDX,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG01028,CDX,East Asian,kg,,East Asian,yes,yes,1.8e-05,1e-05,0.999952,1e-05,1e-05,0.999952,East Asian
HG01029,CDX,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG01031,CDX,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG01046,CDX,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
HG01047,PUR,American,kg,,,no,yes,0.086806,0.088505,1e-05,0.824669,1e-05,0.824669,European
HG01048,PUR,American,kg,,,no,yes,0.119774,0.135516,1e-05,0.74469,1e-05,0.74469,European
HG01049,PUR,American,kg,,,no,yes,0.226222,0.138215,1e-05,0.635543,1e-05,0.635543,European
HG01050,PUR,American,kg,,,no,no,,,,,,,
HG01051,PUR,American,kg,,,no,yes,0.222329,0.182771,1e-05,0.591647,0.003243,0.591647,European
HG01052,PUR,American,kg,,,no,yes,0.23437,0.165794,0.007179,0.592646,1e-05,0.592646,European
HG01053,PUR,American,kg,,,no,no,,,,,,,
HG01054,PUR,American,kg,,,no,yes,0.06397,0.152047,1e-05,0.783963,1e-05,0.783963,European
HG01055,PUR,American,kg,,,no,yes,0.128454,0.103124,0.004988,0.763423,1e-05,0.763423,European
HG01056,PUR,American,kg,,,no,no,,,,,,,
HG01058,PUR,American,kg,,,no,yes,0.126207,0.150243,0.001599,0.72194,1e-05,0.72194,European
HG01060,PUR,American,kg,,,no,yes,0.087977,0.100894,0.013564,0.797554,1e-05,0.797554,European
HG01061,PUR,American,kg,,,no,yes,0.079083,0.136706,1e-05,0.78419,1e-05,0.78419,European
HG01062,PUR,American,kg,,,no,no,,,,,,,
HG01063,PUR,American,kg,,,no,yes,0.354582,0.127077,0.000286,0.518045,1e-05,0.518045,European
HG01064,PUR,American,kg,,,no,yes,0.177607,0.115011,0.002276,0.705096,1e-05,0.705096,European
HG01066,PUR,American,kg,,,no,yes,0.073581,0.124866,0.000948,0.800595,1e-05,0.800595,European
HG01067,PUR,American,kg,,,no,yes,0.081786,0.136731,0.007216,0.774257,1e-05,0.774257,European
HG01068,PUR,American,kg,,,no,no,,,,,,,
HG01069,PUR,American,kg,,,no,yes,0.093228,0.151453,1e-05,0.755299,1e-05,0.755299,European
HG01070,PUR,American,kg,,,no,yes,0.051467,0.149552,1e-05,0.798961,1e-05,0.798961,European
HG01071,PUR,American,kg,,,no,no,,,,,,,
HG01072,PUR,American,kg,,,no,yes,0.094888,0.13636,1e-05,0.768732,1e-05,0.768732,European
HG01073,PUR,American,kg,,,no,yes,0.083209,0.14623,1e-05,0.770541,1e-05,0.770541,European
HG01074,PUR,American,kg,,,no,no,,,,,,,
HG01075,PUR,American,kg,,,no,yes,0.095186,0.044549,1e-05,0.860245,1e-05,0.860245,European
HG01077,PUR,American,kg,,,no,yes,0.191299,0.173664,0.014119,0.620908,1e-05,0.620908,European
HG01079,PUR,American,kg,,,no,yes,0.174887,0.123367,0.001324,0.700412,1e-05,0.700412,European
HG01080,PUR,American,kg,,,no,yes,0.084223,0.203308,1e-05,0.71245,1e-05,0.71245,European
HG01081,PUR,American,kg,,,no,no,,,,,,,
HG01082,PUR,American,kg,,,no,yes,0.207907,0.147419,0.007064,0.6376,1e-05,0.6376,European
HG01083,PUR,American,kg,,,no,yes,0.100064,0.157783,1e-05,0.742133,1e-05,0.742133,European
HG01084,PUR,American,kg,,,no,no,,,,,,,
HG01085,PUR,American,kg,,,no,yes,0.133924,0.118416,1e-05,0.74764,1e-05,0.74764,European
HG01086,PUR,American,kg,,,no,yes,0.135637,0.184946,1e-05,0.679397,1e-05,0.679397,European
HG01087,PUR,American,kg,,,no,no,,,,,,,
HG01088,PUR,American,kg,,,no,yes,0.1884,0.114898,1e-05,0.696682,1e-05,0.696682,European
HG01089,PUR,American,kg,,,no,yes,0.157592,0.133183,0.002628,0.696524,0.010074,0.696524,European
HG01092,PUR,American,kg,,,no,yes,0.259359,0.114341,1e-05,0.62628,1e-05,0.62628,European
HG01094,PUR,American,kg,,,no,yes,0.142228,0.119716,1e-05,0.738035,1e-05,0.738035,European
HG01095,PUR,American,kg,,,no,yes,0.109189,0.121571,0.009399,0.759831,1e-05,0.759831,European
HG01096,PUR,American,kg,,,no,no,,,,,,,
HG01097,PUR,American,kg,,,no,yes,0.108177,0.143063,1.1e-05,0.748739,1e-05,0.748739,European
HG01098,PUR,American,kg,,,no,yes,0.105372,0.133738,1e-05,0.76087,1e-05,0.76087,European
HG01099,PUR,American,kg,,,no,no,,,,,,,
HG01100,PUR,American,kg,,,no,no,,,,,,,
HG01101,PUR,American,kg,,,no,yes,0.151134,0.164808,0.000208,0.68384,1e-05,0.68384,European
HG01102,PUR,American,kg,,,no,yes,0.183034,0.131607,1e-05,0.685339,1e-05,0.685339,European
HG01103,PUR,American,kg,,,no,no,,,,,,,
HG01104,PUR,American,kg,,,no,yes,0.095959,0.11637,0.001862,0.780928,0.004881,0.780928,European
HG01105,PUR,American,kg,,,no,yes,0.084004,0.083801,1e-05,0.832174,1e-05,0.832174,European
HG01106,PUR,American,kg,,,no,no,,,,,,,
HG01107,PUR,American,kg,,,no,yes,0.226653,0.106733,0.009136,0.657468,1e-05,0.657468,European
HG01108,PUR,American,kg,,,no,yes,0.650697,0.064853,1.7e-05,0.284422,1e-05,0.650697,African
HG01109,PUR,American,kg,,,no,no,,,,,,,
HG01110,PUR,American,kg,,,no,yes,0.123189,0.145421,0.002754,0.728625,1e-05,0.728625,European
HG01111,PUR,American,kg,,,no,yes,0.114428,0.131929,0.000413,0.75322,1e-05,0.75322,European
HG01112,CLM,American,kg,,,no,yes,0.025201,0.065411,1e-05,0.909368,1e-05,0.909368,European
HG01113,CLM,American,kg,,,no,yes,0.01123,0.2668,0.01468,0.70728,1e-05,0.70728,European
HG01114,CLM,American,kg,,,no,no,,,,,,,
HG01119,CLM,American,kg,,,no,yes,0.025966,0.118286,0.003033,0.852705,1e-05,0.852705,European
HG01121,CLM,American,kg,,,no,yes,0.053371,0.295901,0.003835,0.636384,0.010508,0.636384,European
HG01122,CLM,American,kg,,,no,yes,0.062523,0.226247,1e-05,0.71121,1e-05,0.71121,European
HG01124,CLM,American,kg,,,no,yes,0.157317,0.280951,1e-05,0.561712,1e-05,0.561712,European
HG01125,CLM,American,kg,,,no,yes,0.102534,0.249573,0.004033,0.64385,1e-05,0.64385,European
HG01126,CLM,American,kg,,,no,no,,,,,,,
HG01130,CLM,American,kg,,,no,yes,0.064248,0.24362,1e-05,0.692112,1e-05,0.692112,European
HG01131,CLM,American,kg,,,no,yes,0.068211,0.251588,1e-05,0.680181,1e-05,0.680181,European
HG01133,CLM,American,kg,,,no,yes,0.023993,0.144731,1e-05,0.831256,1e-05,0.831256,European
HG01134,CLM,American,kg,,,no,yes,0.124907,0.210816,1e-05,0.664257,1e-05,0.664257,European
HG01135,CLM,American,kg,,,no,no,,,,,,,
HG01136,CLM,American,kg,,,no,yes,0.097302,0.263908,1.7e-05,0.638763,1e-05,0.638763,European
HG01137,CLM,American,kg,,,no,yes,0.026874,0.352148,1e-05,0.620958,1e-05,0.620958,European
HG01138,CLM,American,kg,,,no,no,,,,,,,
HG01139,CLM,American,kg,,,no,yes,0.185254,0.295495,1e-05,0.519231,1e-05,0.519231,European
HG01140,CLM,American,kg,,,no,yes,0.047027,0.272097,1e-05,0.677006,0.00386,0.677006,European
HG01141,CLM,American,kg,,,no,no,,,,,,,
HG01142,CLM,American,kg,,,no,yes,0.195178,0.34355,0.004593,0.456669,1e-05,0.456669,European
HG01148,CLM,American,kg,,,no,yes,0.058087,0.246808,1e-05,0.695085,1e-05,0.695085,European
HG01149,CLM,American,kg,,,no,yes,0.111652,0.426693,0.011646,0.449999,1e-05,0.449999,European
HG01150,CLM,American,kg,,,no,no,,,,,,,
HG01161,PUR,American,kg,,,no,yes,0.183555,0.159809,1e-05,0.656616,1e-05,0.656616,European
HG01162,PUR,American,kg,,,no,yes,0.107536,0.159123,0.000211,0.73312,1e-05,0.73312,European
HG01164,PUR,American,kg,,,no,yes,0.100278,0.115391,1e-05,0.78431,1e-05,0.78431,European
HG01167,PUR,American,kg,,,no,yes,0.233849,0.12134,0.010713,0.634088,1e-05,0.634088,European
HG01168,PUR,American,kg,,,no,yes,0.039526,0.047221,1e-05,0.885882,0.027361,0.885882,European
HG01169,PUR,American,kg,,,no,no,,,,,,,
HG01170,PUR,American,kg,,,no,yes,0.128696,0.145223,0.000962,0.725109,1e-05,0.725109,European
HG01171,PUR,American,kg,,,no,yes,0.195122,0.139191,1e-05,0.665667,1e-05,0.665667,European
HG01172,PUR,American,kg,,,no,no,,,,,,,
HG01173,PUR,American,kg,,,no,yes,0.082724,0.045521,0.007107,0.864638,1e-05,0.864638,European
HG01174,PUR,American,kg,,,no,yes,0.065339,0.111511,0.009995,0.813145,1e-05,0.813145,European
HG01175,PUR,American,kg,,,no,no,,,,,,,
HG01176,PUR,American,kg,,,no,yes,0.100196,0.155651,1e-05,0.744133,1e-05,0.744133,European
HG01177,PUR,American,kg,,,no,yes,0.09115,0.177804,0.008416,0.72262,1e-05,0.72262,European
HG01178,PUR,American,kg,,,no,no,,,,,,,
HG01182,PUR,American,kg,,,no,yes,0.147142,0.145387,1.8e-05,0.707443,1e-05,0.707443,European
HG01183,PUR,American,kg,,,no,yes,0.127367,0.15711,1.3e-05,0.7155,1e-05,0.7155,European
HG01184,PUR,American,kg,,,no,no,,,,,,,
HG01187,PUR,American,kg,,,no,yes,0.197205,0.236675,1e-05,0.5661,1e-05,0.5661,European
HG01188,PUR,American,kg,,,no,yes,0.225002,0.21078,0.001936,0.562271,1e-05,0.562271,European
HG01189,PUR,American,kg,,,no,no,,,,,,,
HG01190,PUR,American,kg,,,no,yes,0.167154,0.209466,0.006497,0.616873,1e-05,0.616873,European
HG01191,PUR,American,kg,,,no,yes,0.098274,0.189947,1.3e-05,0.711755,1e-05,0.711755,European
HG01192,PUR,American,kg,,,no,no,,,,,,,
HG01197,PUR,American,kg,,,no,yes,0.068654,0.132907,0.000755,0.797674,1e-05,0.797674,European
HG01198,PUR,American,kg,,,no,yes,0.203244,0.140987,1e-05,0.655749,1e-05,0.655749,European
HG01199,PUR,American,kg,,,no,no,,,,,,,
HG01200,PUR,American,kg,,,no,yes,0.052039,0.077214,0.000857,0.85434,0.015549,0.85434,European
HG01204,PUR,American,kg,,,no,yes,0.111811,0.12488,0.004679,0.758619,1e-05,0.758619,European
HG01205,PUR,American,kg,,,no,yes,0.121054,0.108484,1e-05,0.770443,1e-05,0.770443,European
HG01206,PUR,American,kg,,,no,no,,,,,,,
HG01241,PUR,American,kg,,,no,yes,0.680882,0.079078,0.002915,0.237116,1e-05,0.680882,African
HG01242,PUR,American,kg,,,no,yes,0.506074,0.052325,1e-05,0.420608,0.020983,0.506074,African
HG01243,PUR,American,kg,,,no,no,,,,,,,
HG01247,PUR,American,kg,,,no,yes,0.210172,0.167171,1e-05,0.622638,1e-05,0.622638,European
HG01248,PUR,American,kg,,,no,yes,0.122535,0.097571,0.002586,0.770677,0.006631,0.770677,European
HG01249,PUR,American,kg,,,no,no,,,,,,,
HG01250,CLM,American,kg,,,no,yes,0.081096,0.297014,0.015087,0.606793,1e-05,0.606793,European
HG01251,CLM,American,kg,,,no,yes,0.021288,0.250795,0.005029,0.722878,1e-05,0.722878,European
HG01252,CLM,American,kg,,,no,no,,,,,,,
HG01253,CLM,American,kg,,,no,yes,0.053169,0.219829,1e-05,0.723667,0.003326,0.723667,European
HG01254,CLM,American,kg,,,no,yes,0.179438,0.27816,0.014028,0.524657,0.003716,0.524657,European
HG01255,CLM,American,kg,,,no,no,,,,,,,
HG01256,CLM,American,kg,,,no,yes,0.017779,0.159428,1e-05,0.822772,1e-05,0.822772,European
HG01257,CLM,American,kg,,,no,yes,0.019421,0.285544,1e-05,0.695015,1e-05,0.695015,European
HG01258,CLM,American,kg,,,no,no,,,,,,,
HG01259,CLM,American,kg,,,no,yes,0.031225,0.116105,0.002931,0.849729,1e-05,0.849729,European
HG01260,CLM,American,kg,,,no,yes,0.140487,0.286227,0.006824,0.566452,1e-05,0.566452,European
HG01261,CLM,American,kg,,,no,no,,,,,,,
HG01269,CLM,American,kg,,,no,yes,0.070772,0.249339,1e-05,0.679869,1e-05,0.679869,European
HG01271,CLM,American,kg,,,no,yes,0.085916,0.239407,0.004715,0.669953,1e-05,0.669953,European
HG01272,CLM,American,kg,,,no,yes,0.178965,0.295606,0.006301,0.519119,1e-05,0.519119,European
HG01273,CLM,American,kg,,,no,no,,,,,,,
HG01274,CLM,American,kg,,,no,yes,0.041369,0.293795,1.7e-05,0.664808,1e-05,0.664808,European
HG01275,CLM,American,kg,,,no,yes,0.0033,0.041796,1e-05,0.954884,1e-05,0.954884,European
HG01276,CLM,American,kg,,,no,no,,,,,,,
HG01277,CLM,American,kg,,,no,yes,0.01864,0.343207,1e-05,0.638133,1e-05,0.638133,European
HG01278,CLM,American,kg,,,no,yes,0.021564,0.363564,0.00111,0.613753,1e-05,0.613753,European
HG01279,CLM,American,kg,,,no,no,,,,,,,
HG01280,CLM,American,kg,,,no,yes,0.038081,0.261147,1e-05,0.700752,1e-05,0.700752,European
HG01281,CLM,American,kg,,,no,yes,0.040558,0.240994,1e-05,0.718428,1e-05,0.718428,European
HG01284,CLM,American,kg,,,no,yes,0.073775,0.215909,0.000478,0.709828,1e-05,0.709828,European
HG01286,PUR,American,kg,,,no,yes,0.243241,0.125064,1e-05,0.631675,1e-05,0.631675,European
HG01302,PUR,American,kg,,,no,yes,0.123517,0.181996,1e-05,0.694468,1e-05,0.694468,European
