sample_id,population_id,superpopulation,dataset,country,neural_ancestry,supervised,in_qc_panel,African,American,East Asian,European,Oceanian,South Asian,max_ancestry,assigned_group
HGDP00338,Burusho,Central South Asian,hgdp,,South Asian,no,yes,0.000208,0.029691,0.054614,0.253134,1e-05,0.662343,0.662343,South Asian
HGDP00341,Burusho,Central South Asian,hgdp,,South Asian,no,yes,1e-05,0.036845,0.061193,0.215453,1e-05,0.68649,0.68649,South Asian
HGDP00346,Burusho,Central South Asian,hgdp,,South Asian,no,yes,1e-05,0.026771,0.059525,0.233252,1e-05,0.680432,0.680432,South Asian
HGDP00351,Burusho,Central South Asian,hgdp,,South Asian,no,yes,1e-05,0.027066,0.049284,0.212218,1e-05,0.711412,0.711412,South Asian
HGDP00356,Burusho,Central South Asian,hgdp,,South Asian,no,yes,1e-05,0.025626,0.056087,0.254667,1e-05,0.663601,0.663601,South Asian
HGDP00359,Burusho,Central South Asian,hgdp,,South Asian,no,yes,0.003004,0.037739,0.042535,0.19601,1e-05,0.720702,0.720702,South Asian
HGDP00364,Burusho,Central South Asian,hgdp,,South Asian,no,yes,1e-05,0.024481,0.058397,0.251297,0.000953,0.664862,0.664862,South Asian
HGDP00371,Burusho,Central South Asian,hgdp,,South Asian,no,yes,1e-05,0.029702,0.072144,0.249369,1e-05,0.648765,0.648765,South Asian
HGDP00372,Burusho,Central South Asian,hgdp,,South Asian,no,yes,1e-05,0.029842,0.06638,0.219441,1e-05,0.684317,0.684317,South Asian
HGDP00376,Burusho,Central South Asian,hgdp,,South Asian,no,yes,1e-05,0.020637,0.068013,0.166808,0.001313,0.743219,0.743219,South Asian
HGDP00382,Burusho,Central South Asian,hgdp,,South Asian,no,yes,1e-05,0.028314,0.057643,0.236448,1e-05,0.677575,0.677575,South Asian
HGDP00388,Burusho,Central South Asian,hgdp,,South Asian,no,yes,1e-05,0.01949,0.039339,0.218805,1e-05,0.722346,0.722346,South Asian
HGDP00392,Burusho,Central South Asian,hgdp,,South Asian,no,yes,1e-05,0.028205,0.042763,0.23126,1e-05,0.697752,0.697752,South Asian
HGDP00397,Burusho,Central South Asian,hgdp,,South Asian,no,yes,1e-05,0.020654,0.051422,0.226459,1e-05,0.701445,0.701445,South Asian
HGDP00402,Burusho,Central South Asian,hgdp,,South Asian,no,yes,1e-05,0.029377,0.059762,0.258774,1e-05,0.652067,0.652067,South Asian
HGDP00407,Burusho,Central South Asian,hgdp,,South Asian,no,yes,1e-05,0.040205,0.077202,0.218625,1e-05,0.663947,0.663947,South Asian
HGDP00412,Burusho,Central South Asian,hgdp,,South Asian,no,yes,1e-05,0.035752,0.056998,0.220873,1e-05,0.686357,0.686357,South Asian
HGDP00417,Burusho,Central South Asian,hgdp,,South Asian,no,yes,1e-05,0.02575,0.055227,0.251407,1e-05,0.667596,0.667596,South Asian
HGDP00423,Burusho,Central South Asian,hgdp,,South Asian,no,yes,1e-05,0.030777,0.05335,0.244049,1e-05,0.671804,0.671804,South Asian
HGDP00428,Burusho,Central South Asian,hgdp,,South Asian,no,yes,1e-05,0.023913,0.050652,0.263237,1e-05,0.662178,0.662178,South Asian
HGDP00433,Burusho,Central South Asian,hgdp,,South Asian,no,yes,1e-05,0.030427,0.026343,0.230513,1e-05,0.712697,0.712697,South Asian
HGDP00438,Burusho,Central South Asian,hgdp,,South Asian,no,yes,1e-05,0.021456,0.048384,0.230827,1e-05,0.699312,0.699312,South Asian
HGDP00444,Burusho,Central South Asian,hgdp,,South Asian,no,yes,1e-05,0.018982,0.041148,0.231117,1e-05,0.708734,0.708734,South Asian
HGDP00445,Burusho,Central South Asian,hgdp,,South Asian,no,yes,1e-05,0.030541,0.052207,0.238701,1e-05,0.67853,0.67853,South Asian
HGDP00449,Mbuti,African,hgdp,,African,yes,yes,0.987714,1e-05,0.001948,1e-05,0.010308,1e-05,0.987714,African
HGDP00450,Mbuti,African,hgdp,,African,yes,yes,0.98817,1e-05,0.0026,1e-05,0.0092,1e-05,0.98817,African
HGDP00452,Biaka,African,hgdp,,African,yes,no,,,,,,,,
HGDP00453,Biaka,African,hgdp,,African,yes,yes,0.997445,1e-05,1e-05,1e-05,0.002515,1e-05,0.997445,African
HGDP00454,Biaka,African,hgdp,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HGDP00455,Biaka,African,hgdp,,African,yes,yes,0.99148,1e-05,1e-05,1e-05,0.00848,1e-05,0.99148,African
HGDP00456,Mbuti,African,hgdp,,African,yes,no,,,,,,,,
HGDP00457,Biaka,African,hgdp,,African,yes,yes,0.997765,1e-05,1e-05,1e-05,0.002195,1e-05,0.997765,African
HGDP00458,Biaka,African,hgdp,,African,yes,yes,0.998284,1e-05,1e-05,1e-05,0.001676,1e-05,0.998284,African
HGDP00459,Biaka,African,hgdp,,African,yes,yes,0.99824,1e-05,1e-05,1e-05,0.00172,1e-05,0.99824,African
HGDP00460,Biaka,African,hgdp,,African,yes,yes,0.995752,1e-05,1e-05,1e-05,0.004208,1e-05,0.995752,African
HGDP00461,Biaka,African,hgdp,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HGDP00462,Mbuti,African,hgdp,,African,yes,yes,0.981423,1e-05,0.001159,1e-05,0.017388,1e-05,0.981423,African
HGDP00463,Mbuti,African,hgdp,,African,yes,no,,,,,,,,
HGDP00464,Biaka,African,hgdp,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HGDP00466,Biaka,African,hgdp,,African,yes,yes,0.998833,1e-05,1e-05,1e-05,0.001127,1e-05,0.998833,African
HGDP00467,Mbuti,African,hgdp,,African,yes,yes,0.988531,1e-05,0.00042,1e-05,0.01102,1e-05,0.988531,African
HGDP00469,Biaka,African,hgdp,,African,yes,yes,0.997165,1e-05,1e-05,1e-05,0.002795,1e-05,0.997165,African
HGDP00470,Biaka,African,hgdp,,African,yes,yes,0.998827,1e-05,1e-05,1e-05,0.001133,1e-05,0.998827,African
HGDP00471,Mbuti,African,hgdp,,African,yes,yes,0.990993,1e-05,1e-05,1e-05,0.008967,1e-05,0.990993,African
HGDP00472,Biaka,African,hgdp,,African,yes,yes,0.996485,1e-05,1e-05,1e-05,0.003475,1e-05,0.996485,African
HGDP00473,Biaka,African,hgdp,,African,yes,yes,0.996029,1e-05,1e-05,1e-05,0.003931,1e-05,0.996029,African
HGDP00474,Mbuti,African,hgdp,,African,yes,yes,0.989993,1e-05,1e-05,1e-05,0.009967,1e-05,0.989993,African
HGDP00475,Biaka,African,hgdp,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HGDP00476,Mbuti,African,hgdp,,African,yes,yes,0.989686,1e-05,1e-05,1e-05,0.010274,1e-05,0.989686,African
HGDP00478,Mbuti,African,hgdp,,African,yes,yes,0.989763,1e-05,1e-05,1e-05,0.010197,1e-05,0.989763,African
HGDP00479,Biaka,African,hgdp,,African,yes,no,,,,,,,,
HGDP00491,Bougainville,Oceanian,hgdp,,Oceanian,no,yes,1e-05,1e-05,0.151755,1e-05,0.848205,1e-05,0.848205,Oceanian
HGDP00511,French,European,hgdp,,European,yes,yes,1e-05,0.007125,1e-05,0.98131,1e-05,0.011535,0.98131,European
HGDP00512,French,European,hgdp,,European,yes,yes,0.005266,1e-05,0.002405,0.992298,1e-05,1e-05,0.992298,European
HGDP00513,French,European,hgdp,,European,yes,yes,0.00064,0.008984,1e-05,0.990346,1e-05,1e-05,0.990346,European
HGDP00514,French,European,hgdp,,European,yes,yes,1e-05,0.006715,1e-05,0.986964,1e-05,0.006291,0.986964,European
HGDP00515,French,European,hgdp,,European,yes,yes,1e-05,1e-05,0.005251,0.992248,0.002471,1e-05,0.992248,European
HGDP00516,French,European,hgdp,,European,yes,yes,0.001507,0.00433,1e-05,0.975522,1e-05,0.018621,0.975522,European
HGDP00517,French,European,hgdp,,European,yes,yes,0.007669,0.003979,1e-05,0.988322,1e-05,1e-05,0.988322,European
HGDP00518,French,European,hgdp,,European,yes,yes,1e-05,1e-05,1e-05,0.996368,0.003592,1e-05,0.996368,European
HGDP00519,French,European,hgdp,,European,yes,yes,1e-05,0.017645,1e-05,0.979035,0.003289,1e-05,0.979035,European
HGDP00520,French,European,hgdp,,European,yes,yes,0.014503,0.001893,0.002595,0.964199,1e-05,0.0168,0.964199,European
HGDP00521,French,European,hgdp,,European,yes,yes,1e-05,0.000686,0.001441,0.984097,1e-05,0.013756,0.984097,European
HGDP00522,French,European,hgdp,,European,yes,yes,1e-05,0.007241,1e-05,0.987603,1e-05,0.005126,0.987603,European
HGDP00523,French,European,hgdp,,European,yes,yes,0.001828,0.0035,1e-05,0.994642,1e-05,1e-05,0.994642,European
HGDP00524,French,European,hgdp,,European,yes,yes,1e-05,0.001799,0.005341,0.992601,0.000239,1e-05,0.992601,European
HGDP00525,French,European,hgdp,,European,yes,yes,0.005111,0.013262,0.002306,0.979301,1e-05,1e-05,0.979301,European
HGDP00526,French,European,hgdp,,European,yes,yes,1e-05,0.006469,0.007422,0.983271,0.002818,1e-05,0.983271,European
HGDP00527,French,European,hgdp,,European,yes,yes,1e-05,0.003872,1e-05,0.987505,0.001728,0.006875,0.987505,European
HGDP00528,French,European,hgdp,,European,yes,yes,1e-05,0.001851,1e-05,0.984804,0.006517,0.006808,0.984804,European
HGDP00529,French,European,hgdp,,European,yes,yes,1e-05,0.00697,1e-05,0.986726,0.000204,0.00608,0.986726,European
HGDP00530,French,European,hgdp,,European,yes,yes,1e-05,1e-05,1e-05,0.995151,0.004809,1e-05,0.995151,European
HGDP00531,French,European,hgdp,,European,yes,yes,1e-05,1e-05,1e-05,0.999222,0.000738,1e-05,0.999222,European
HGDP00533,French,European,hgdp,,European,yes,yes,1e-05,0.014075,1e-05,0.972893,1e-05,0.013002,0.972893,European
HGDP00534,French,European,hgdp,,European,yes,yes,1e-05,0.00589,1e-05,0.99407,1e-05,1e-05,0.99407,European
HGDP00535,French,European,hgdp,,European,yes,yes,1e-05,0.003268,1e-05,0.996692,1e-05,1e-05,0.996692,European
HGDP00536,French,European,hgdp,,European,yes,yes,0.00401,1e-05,0.002545,0.983083,0.010342,1e-05,0.983083,European
HGDP00537,French,European,hgdp,,European,yes,yes,1e-05,0.009005,1e-05,0.990955,1e-05,1e-05,0.990955,European
HGDP00538,French,European,hgdp,,European,yes,yes,1e-05,1e-05,1e-05,0.989643,1e-05,0.010317,0.989643,European
HGDP00539,French,European,hgdp,,European,yes,yes,1e-05,0.003273,1e-05,0.994583,0.002114,1e-05,0.994583,European
HGDP00540,PapuanSepik,Oceanian,hgdp,,Oceanian,yes,yes,1.2e-05,1e-05,1e-05,1e-05,0.999948,1e-05,0.999948,Oceanian
HGDP00541,PapuanSepik,Oceanian,hgdp,,Oceanian,yes,yes,1e-05,1e-05,1e-05,1e-05,0.99995,1e-05,0.99995,Oceanian
HGDP00542,PapuanSepik,Oceanian,hgdp,,Oceanian,yes,yes,1e-05,1e-05,1e-05,1e-05,0.99995,1e-05,0.99995,Oceanian
HGDP00543,PapuanSepik,Oceanian,hgdp,,Oceanian,yes,yes,1e-05,1e-05,1e-05,1e-05,0.99995,1e-05,0.99995,Oceanian
HGDP00544,PapuanSepik,Oceanian,hgdp,,Oceanian,no,yes,1e-05,1e-05,0.184587,1e-05,0.815373,1e-05,0.815373,Oceanian
HGDP00545,PapuanSepik,Oceanian,hgdp,,Oceanian,yes,yes,1e-05,1e-05,1e-05,1e-05,0.99995,1e-05,0.99995,Oceanian
HGDP00546,PapuanSepik,Oceanian,hgdp,,Oceanian,yes,yes,1e-05,1e-05,1e-05,1e-05,0.99995,1e-05,0.99995,Oceanian
HGDP00547,PapuanSepik,Oceanian,hgdp,,Oceanian,yes,yes,1e-05,1e-05,1e-05,1e-05,0.99995,1e-05,0.99995,Oceanian
HGDP00548,PapuanHighlands,Oceanian,hgdp,,Oceanian,yes,yes,1.5e-05,1.9e-05,1e-05,1e-05,0.999936,1e-05,0.999936,Oceanian
HGDP00549,PapuanHighlands,Oceanian,hgdp,,Oceanian,yes,yes,1e-05,1e-05,1e-05,1e-05,0.99995,1e-05,0.99995,Oceanian
HGDP00550,PapuanHighlands,Oceanian,hgdp,,Oceanian,yes,yes,1e-05,1e-05,1e-05,1e-05,0.99995,1e-05,0.99995,Oceanian
HGDP00551,PapuanHighlands,Oceanian,hgdp,,Oceanian,yes,yes,1e-05,1e-05,1e-05,1e-05,0.99995,1e-05,0.99995,Oceanian
HGDP00552,PapuanHighlands,Oceanian,hgdp,,Oceanian,yes,yes,1e-05,1e-05,1e-05,1e-05,0.99995,1e-05,0.99995,Oceanian
HGDP00553,PapuanHighlands,Oceanian,hgdp,,Oceanian,yes,yes,1e-05,1e-05,1e-05,1e-05,0.99995,1e-05,0.99995,Oceanian
HGDP00554,PapuanHighlands,Oceanian,hgdp,,Oceanian,yes,yes,1e-05,1e-05,1e-05,1e-05,0.99995,1e-05,0.99995,Oceanian
HGDP00555,PapuanHighlands,Oceanian,hgdp,,Oceanian,yes,yes,1e-05,1e-05,1e-05,1e-05,0.99995,1e-05,0.99995,Oceanian
HGDP00556,PapuanHighlands,Oceanian,hgdp,,Oceanian,yes,yes,1e-05,1.4e-05,1e-05,1e-05,0.999946,1e-05,0.999946,Oceanian
HGDP00557,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.036464,1e-05,1e-05,0.820154,1e-05,0.143352,0.820154,European
HGDP00558,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.049761,1e-05,1e-05,0.810372,1e-05,0.139837,0.810372,European
HGDP00559,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.040918,1e-05,1e-05,0.814689,1e-05,0.144363,0.814689,European
HGDP00560,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.030749,1e-05,1e-05,0.797691,1e-05,0.17153,0.797691,European
HGDP00561,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.051196,1e-05,1e-05,0.794125,1e-05,0.15465,0.794125,European
HGDP00562,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.033026,1e-05,1e-05,0.812198,1e-05,0.154746,0.812198,European
HGDP00563,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.060449,1e-05,1e-05,0.788756,1e-05,0.150764,0.788756,European
HGDP00564,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.036381,1e-05,1e-05,0.812614,1e-05,0.150975,0.812614,European
HGDP00565,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.057877,1e-05,1e-05,0.788165,1e-05,0.153928,0.788165,European
HGDP00566,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.047481,1e-05,1e-05,0.799449,1e-05,0.15304,0.799449,European
HGDP00567,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.046847,1e-05,1e-05,0.804732,1e-05,0.148391,0.804732,European
HGDP00568,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.032982,1e-05,1e-05,0.781664,1e-05,0.185324,0.781664,European
HGDP00569,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.045495,1e-05,1e-05,0.804875,1e-05,0.1496,0.804875,European
HGDP00571,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.024437,1e-05,1e-05,0.805422,1e-05,0.170111,0.805422,European
HGDP00572,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.051541,1e-05,1e-05,0.780521,1e-05,0.167908,0.780521,European
HGDP00573,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.0561,1e-05,1e-05,0.788581,1e-05,0.155289,0.788581,European
HGDP00574,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.037577,1e-05,1e-05,0.803464,1e-05,0.158929,0.803464,European
HGDP00575,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.032744,1e-05,1e-05,0.81174,1e-05,0.155486,0.81174,European
HGDP00576,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.089465,1e-05,1e-05,0.757305,1e-05,0.1532,0.757305,European
HGDP00577,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.056388,1e-05,1e-05,0.79293,1e-05,0.150651,0.79293,European
HGDP00578,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.051688,1e-05,1e-05,0.808991,1e-05,0.139291,0.808991,European
HGDP00579,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.044915,1e-05,1e-05,0.820315,1e-05,0.134741,0.820315,European
HGDP00580,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.047661,1e-05,1e-05,0.800612,1e-05,0.151697,0.800612,European
HGDP00581,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.041215,1e-05,1e-05,0.809337,1e-05,0.149418,0.809337,European
HGDP00582,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.051352,1e-05,1e-05,0.778953,1e-05,0.169664,0.778953,European
HGDP00583,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.036146,1e-05,1e-05,0.814602,1e-05,0.149222,0.814602,European
HGDP00584,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.047339,1e-05,1e-05,0.791932,1e-05,0.160699,0.791932,European
HGDP00586,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.060706,1e-05,1e-05,0.801337,1e-05,0.137928,0.801337,European
HGDP00587,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.054509,1e-05,1e-05,0.796225,1e-05,0.149236,0.796225,European
HGDP00588,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.044248,1e-05,1e-05,0.800476,1e-05,0.155246,0.800476,European
HGDP00590,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.030254,1e-05,1e-05,0.821877,1e-05,0.147839,0.821877,European
HGDP00591,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.036412,1e-05,1e-05,0.811667,1e-05,0.15189,0.811667,European
HGDP00594,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.043718,1e-05,1e-05,0.818436,1e-05,0.137815,0.818436,European
HGDP00595,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.035225,1e-05,1e-05,0.796013,1e-05,0.168732,0.796013,European
HGDP00597,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.045366,1e-05,1e-05,0.819724,1e-05,0.13488,0.819724,European
HGDP00598,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.057222,1e-05,1e-05,0.799106,1e-05,0.143642,0.799106,European
HGDP00599,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.031745,1e-05,1e-05,0.809926,1e-05,0.158299,0.809926,European
HGDP00600,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.029703,1e-05,1e-05,0.82428,1e-05,0.145986,0.82428,European
HGDP00601,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.046132,1e-05,1e-05,0.805519,1e-05,0.148319,0.805519,European
HGDP00602,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.036545,1e-05,1e-05,0.81461,1e-05,0.148815,0.81461,European
HGDP00604,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.031426,1e-05,1e-05,0.815662,1e-05,0.152882,0.815662,European
HGDP00606,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.054101,1e-05,1e-05,0.804177,1e-05,0.141692,0.804177,European
HGDP00607,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.132818,1e-05,1e-05,0.768185,0.001177,0.0978,0.768185,European
HGDP00608,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.111571,1e-05,1e-05,0.797007,1e-05,0.091392,0.797007,European
HGDP00609,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.146842,1e-05,1e-05,0.739955,1e-05,0.113173,0.739955,European
HGDP00610,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.118001,1e-05,1e-05,0.808515,1e-05,0.073454,0.808515,European
HGDP00611,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.203683,1e-05,1e-05,0.688712,1e-05,0.107574,0.688712,European
HGDP00612,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.099123,1e-05,1e-05,0.791811,0.006612,0.102434,0.791811,European
HGDP00613,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.110904,1e-05,1e-05,0.718577,0.000479,0.17002,0.718577,European
HGDP00614,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.124316,1e-05,1e-05,0.722726,1e-05,0.152927,0.722726,European
HGDP00615,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.111525,1e-05,1e-05,0.737694,1e-05,0.150752,0.737694,European
HGDP00616,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.107247,1e-05,1e-05,0.787054,1e-05,0.10567,0.787054,European
HGDP00618,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.109177,1e-05,1e-05,0.797859,1e-05,0.092934,0.797859,European
HGDP00619,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.125186,1e-05,1e-05,0.758724,1e-05,0.11606,0.758724,European
HGDP00620,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.175738,1e-05,1e-05,0.705308,1e-05,0.118923,0.705308,European
HGDP00621,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.829339,1e-05,0.012819,0.111072,0.005686,0.041074,0.829339,African
HGDP00622,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.117318,1e-05,1e-05,0.743598,1e-05,0.139054,0.743598,European
HGDP00623,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.114,1e-05,1e-05,0.772794,1e-05,0.113177,0.772794,European
HGDP00624,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.124952,1e-05,1e-05,0.780066,1e-05,0.094952,0.780066,European
HGDP00625,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.114852,1e-05,1e-05,0.735004,1e-05,0.150114,0.735004,European
HGDP00626,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.107693,1e-05,1e-05,0.73943,1e-05,0.152847,0.73943,European
HGDP00627,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.186572,1e-05,1e-05,0.711222,0.00501,0.097175,0.711222,European
HGDP00628,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.111021,1e-05,1e-05,0.750303,0.003678,0.134978,0.750303,European
HGDP00629,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.143102,1e-05,1e-05,0.737347,1e-05,0.119521,0.737347,European
HGDP00630,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.102146,1e-05,1e-05,0.803679,1e-05,0.094146,0.803679,European
HGDP00631,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.104339,1e-05,1e-05,0.793374,1e-05,0.102257,0.793374,European
HGDP00632,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.182215,1e-05,1e-05,0.698159,1e-05,0.119596,0.698159,European
HGDP00634,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.176039,1e-05,1e-05,0.705408,1e-05,0.118523,0.705408,European
HGDP00635,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.140134,1e-05,1e-05,0.726991,1e-05,0.132846,0.726991,European
HGDP00636,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.114803,1e-05,1e-05,0.781231,0.000603,0.103343,0.781231,European
HGDP00637,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.135097,1e-05,1e-05,0.727461,0.000515,0.136907,0.727461,European
HGDP00638,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.171469,1e-05,1e-05,0.739204,1e-05,0.089296,0.739204,European
HGDP00639,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.125903,1e-05,1e-05,0.777709,1e-05,0.096358,0.777709,European
HGDP00640,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.191719,1e-05,1e-05,0.696227,1e-05,0.112024,0.696227,European
HGDP00641,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.113708,1e-05,1e-05,0.771769,1e-05,0.114493,0.771769,European
HGDP00642,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.114037,1e-05,1e-05,0.753684,0.000735,0.131524,0.753684,European
HGDP00643,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.109463,1e-05,1e-05,0.795467,1e-05,0.095039,0.795467,European
HGDP00644,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.114041,1e-05,1e-05,0.757382,1e-05,0.128546,0.757382,European
HGDP00645,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.136182,1e-05,1e-05,0.731484,1e-05,0.132304,0.731484,European
HGDP00646,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.215547,1e-05,1e-05,0.695698,1e-05,0.088725,0.695698,European
HGDP00647,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.120646,1e-05,1e-05,0.754742,0.00401,0.120582,0.754742,European
HGDP00648,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.106887,1e-05,1e-05,0.798428,1e-05,0.094655,0.798428,European
HGDP00649,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.108789,1e-05,1e-05,0.769852,1e-05,0.121329,0.769852,European
HGDP00650,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.110906,1e-05,1e-05,0.789837,1e-05,0.099228,0.789837,European
HGDP00651,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.116633,1e-05,1e-05,0.780444,1e-05,0.102893,0.780444,European
HGDP00653,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.102137,1e-05,1e-05,0.772906,1e-05,0.124927,0.772906,European
HGDP00654,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.087924,1e-05,1e-05,0.723165,1e-05,0.188881,0.723165,European
HGDP00655,Bougainville,Oceanian,hgdp,,Oceanian,no,yes,1.4e-05,1e-05,0.173849,1e-05,0.826106,1e-05,0.826106,Oceanian
HGDP00656,Bougainville,Oceanian,hgdp,,Oceanian,no,yes,1e-05,1.1e-05,0.184364,1e-05,0.815595,1e-05,0.815595,Oceanian
HGDP00660,Bougainville,Oceanian,hgdp,,Oceanian,no,yes,1e-05,1.3e-05,0.168743,1e-05,0.831214,1e-05,0.831214,Oceanian
HGDP00661,Bougainville,Oceanian,hgdp,,Oceanian,no,yes,1e-05,1e-05,0.18108,1e-05,0.81888,1e-05,0.81888,Oceanian
HGDP00662,Bougainville,Oceanian,hgdp,,Oceanian,no,yes,1.2e-05,1e-05,0.204265,1e-05,0.795693,1e-05,0.795693,Oceanian
HGDP00663,Bougainville,Oceanian,hgdp,,Oceanian,yes,yes,1e-05,1e-05,0.159249,1e-05,0.840711,1e-05,0.840711,Oceanian
HGDP00664,Bougainville,Oceanian,hgdp,,Oceanian,no,yes,1.4e-05,1e-05,0.173499,1e-05,0.826457,1e-05,0.826457,Oceanian
HGDP00665,Sardinian,European,hgdp,,European,yes,no,,,,,,,,
HGDP00666,Sardinian,European,hgdp,,European,yes,yes,1e-05,1e-05,1e-05,0.99995,1e-05,1e-05,0.99995,European
HGDP00667,Sardinian,European,hgdp,,European,yes,yes,0.004382,1e-05,1e-05,0.995578,1e-05,1e-05,0.995578,European
HGDP00668,Sardinian,European,hgdp,,European,yes,yes,0.007965,1e-05,1e-05,0.991995,1e-05,1e-05,0.991995,European
HGDP00669,Sardinian,European,hgdp,,European,yes,yes,0.001441,1e-05,1e-05,0.998519,1e-05,1e-05,0.998519,European
HGDP00670,Sardinian,European,hgdp,,European,yes,yes,0.009281,1e-05,1e-05,0.990679,1e-05,1e-05,0.990679,European
