sample_id,population_id,superpopulation,dataset,country,neural_ancestry,supervised,in_qc_panel,African,American,European,max_ancestry,assigned_group
HG01125,CLM,American,kg,,,no,yes,0.090276,0.207692,0.702033,0.702033,European
HG01126,CLM,American,kg,,,no,no,,,,,
HG01130,CLM,American,kg,,,no,yes,0.054542,0.194127,0.751331,0.751331,European
HG01131,CLM,American,kg,,,no,yes,0.058379,0.199883,0.741738,0.741738,European
HG01133,CLM,American,kg,,,no,yes,0.018667,0.111812,0.869522,0.869522,European
HG01134,CLM,American,kg,,,no,yes,0.117135,0.165197,0.717668,0.717668,European
HG01135,CLM,American,kg,,,no,no,,,,,
HG01136,CLM,American,kg,,,no,yes,0.086132,0.214425,0.699443,0.699443,European
HG01137,CLM,American,kg,,,no,yes,0.014853,0.28542,0.699727,0.699727,European
HG01138,CLM,American,kg,,,no,no,,,,,
HG01139,CLM,American,kg,,,no,yes,0.171172,0.245676,0.583151,0.583151,European
HG01140,CLM,American,kg,,,no,yes,0.035609,0.21869,0.7457,0.7457,European
HG01141,CLM,American,kg,,,no,no,,,,,
HG01142,CLM,American,kg,,,no,yes,0.178199,0.292964,0.528837,0.528837,European
HG01148,CLM,American,kg,,,no,yes,0.051956,0.188537,0.759507,0.759507,European
HG01149,CLM,American,kg,,,no,yes,0.093689,0.371832,0.534479,0.534479,European
HG01150,CLM,American,kg,,,no,no,,,,,
HG01161,PUR,American,kg,,,no,yes,0.178322,0.121067,0.700611,0.700611,European
HG01162,PUR,American,kg,,,no,yes,0.10126,0.125349,0.773392,0.773392,European
HG01164,PUR,American,kg,,,no,yes,0.096173,0.083983,0.819844,0.819844,European
HG01167,PUR,American,kg,,,no,yes,0.227962,0.105012,0.667026,0.667026,European
HG01168,PUR,American,kg,,,no,yes,0.040527,0.038652,0.920821,0.920821,European
HG01169,PUR,American,kg,,,no,no,,,,,
HG01170,PUR,American,kg,,,no,yes,0.122995,0.113368,0.763637,0.763637,European
HG01171,PUR,American,kg,,,no,yes,0.190124,0.105817,0.704059,0.704059,European
HG01172,PUR,American,kg,,,no,no,,,,,
HG01173,PUR,American,kg,,,no,yes,0.081837,0.036342,0.881822,0.881822,European
HG01174,PUR,American,kg,,,no,yes,0.060223,0.095962,0.843814,0.843814,European
HG01175,PUR,American,kg,,,no,no,,,,,
HG01176,PUR,American,kg,,,no,yes,0.096717,0.11562,0.787663,0.787663,European
HG01177,PUR,American,kg,,,no,yes,0.081258,0.151195,0.767547,0.767547,European
HG01178,PUR,American,kg,,,no,no,,,,,
HG01182,PUR,American,kg,,,no,yes,0.140017,0.115268,0.744714,0.744714,European
HG01183,PUR,American,kg,,,no,yes,0.121325,0.120628,0.758047,0.758047,European
HG01184,PUR,American,kg,,,no,no,,,,,
HG01187,PUR,American,kg,,,no,yes,0.187074,0.190755,0.622172,0.622172,European
HG01188,PUR,American,kg,,,no,yes,0.215072,0.174411,0.610517,0.610517,European
HG01189,PUR,American,kg,,,no,no,,,,,
HG01190,PUR,American,kg,,,no,yes,0.157575,0.177163,0.665262,0.665262,European
HG01191,PUR,American,kg,,,no,yes,0.092806,0.146491,0.760704,0.760704,European
HG01192,PUR,American,kg,,,no,no,,,,,
HG01197,PUR,American,kg,,,no,yes,0.063581,0.103632,0.832787,0.832787,European
HG01198,PUR,American,kg,,,no,yes,0.196883,0.110058,0.693059,0.693059,European
HG01199,PUR,American,kg,,,no,no,,,,,
HG01200,PUR,American,kg,,,no,yes,0.050156,0.063624,0.88622,0.88622,European
HG01204,PUR,American,kg,,,no,yes,0.106108,0.10224,0.791652,0.791652,European
HG01205,PUR,American,kg,,,no,yes,0.116909,0.080006,0.803085,0.803085,European
HG01206,PUR,American,kg,,,no,no,,,,,
HG01241,PUR,American,kg,,,no,yes,0.6749,0.068059,0.257041,0.6749,African
HG01242,PUR,American,kg,,,no,yes,0.505176,0.041179,0.453645,0.505176,African
HG01243,PUR,American,kg,,,no,no,,,,,
HG01247,PUR,American,kg,,,no,yes,0.203176,0.132577,0.664247,0.664247,European
HG01248,PUR,American,kg,,,no,yes,0.118225,0.077837,0.803938,0.803938,European
HG01249,PUR,American,kg,,,no,no,,,,,
HG01250,CLM,American,kg,,,no,yes,0.067619,0.260219,0.672161,0.672161,European
HG01251,CLM,American,kg,,,no,yes,0.012161,0.207573,0.780266,0.780266,European
HG01252,CLM,American,kg,,,no,no,,,,,
HG01253,CLM,American,kg,,,no,yes,0.045371,0.174942,0.779686,0.779686,European
HG01254,CLM,American,kg,,,no,yes,0.16598,0.246884,0.587136,0.587136,European
HG01255,CLM,American,kg,,,no,no,,,,,
HG01256,CLM,American,kg,,,no,yes,0.014802,0.117506,0.867693,0.867693,European
HG01257,CLM,American,kg,,,no,yes,0.008636,0.229621,0.761744,0.761744,European
HG01258,CLM,American,kg,,,no,no,,,,,
HG01259,CLM,American,kg,,,no,yes,0.028722,0.093477,0.877801,0.877801,European
HG01260,CLM,American,kg,,,no,yes,0.125515,0.244106,0.630379,0.630379,European
HG01261,CLM,American,kg,,,no,no,,,,,
HG01269,CLM,American,kg,,,no,yes,0.062632,0.197441,0.739927,0.739927,European
HG01271,CLM,American,kg,,,no,yes,0.075947,0.198784,0.725269,0.725269,European
HG01272,CLM,American,kg,,,no,yes,0.16384,0.251987,0.584174,0.584174,European
HG01273,CLM,American,kg,,,no,no,,,,,
HG01274,CLM,American,kg,,,no,yes,0.032592,0.237606,0.729802,0.729802,European
HG01275,CLM,American,kg,,,no,yes,0.00661,0.018799,0.974592,0.974592,European
HG01276,CLM,American,kg,,,no,no,,,,,
HG01277,CLM,American,kg,,,no,yes,0.00645,0.283308,0.710242,0.710242,European
HG01278,CLM,American,kg,,,no,yes,0.008935,0.303697,0.687368,0.687368,European
HG01279,CLM,American,kg,,,no,no,,,,,
HG01280,CLM,American,kg,,,no,yes,0.032199,0.201382,0.76642,0.76642,European
HG01281,CLM,American,kg,,,no,yes,0.031897,0.193858,0.774245,0.774245,European
HG01284,CLM,American,kg,,,no,yes,0.06492,0.1738,0.761281,0.761281,European
HG01286,PUR,American,kg,,,no,yes,0.240185,0.087984,0.671831,0.671831,European
HG01302,PUR,American,kg,,,no,yes,0.11615,0.144312,0.739539,0.739539,European
HG01303,PUR,American,kg,,,no,yes,0.115863,0.14923,0.734907,0.734907,European
HG01305,PUR,American,kg,,,no,yes,0.153105,0.133213,0.713682,0.713682,European
HG01308,PUR,American,kg,,,no,yes,0.221441,0.120558,0.658,0.658,European
HG01311,PUR,American,kg,,,no,yes,0.092226,0.062129,0.845645,0.845645,European
HG01312,PUR,American,kg,,,no,yes,0.139547,0.095873,0.76458,0.76458,European
HG01323,PUR,American,kg,,,no,yes,0.11723,0.122546,0.760224,0.760224,European
HG01325,PUR,American,kg,,,no,yes,0.15001,0.062043,0.787947,0.787947,European
HG01326,PUR,American,kg,,,no,yes,0.111995,0.128409,0.759597,0.759597,European
HG01334,GBR,European,kg,,European,yes,yes,1e-05,1e-05,0.99998,0.99998,European
HG01341,CLM,American,kg,,,no,yes,1e-05,0.491354,0.508636,0.508636,European
HG01342,CLM,American,kg,,,no,yes,0.344752,0.187468,0.467779,0.467779,European
HG01343,CLM,American,kg,,,no,no,,,,,
HG01344,CLM,American,kg,,,no,yes,0.021979,0.324524,0.653497,0.653497,European
HG01345,CLM,American,kg,,,no,yes,0.047481,0.175507,0.777012,0.777012,European
HG01346,CLM,American,kg,,,no,no,,,,,
HG01347,CLM,American,kg,,,no,yes,0.007252,0.16299,0.829758,0.829758,European
HG01348,CLM,American,kg,,,no,yes,0.035636,0.300155,0.664209,0.664209,European
HG01349,CLM,American,kg,,,no,no,,,,,
HG01350,CLM,American,kg,,,no,yes,0.061814,0.306337,0.63185,0.63185,European
HG01351,CLM,American,kg,,,no,yes,0.006117,0.222541,0.771342,0.771342,European
HG01352,CLM,American,kg,,,no,no,,,,,
HG01353,CLM,American,kg,,,no,yes,0.024,0.152613,0.823387,0.823387,European
HG01354,CLM,American,kg,,,no,yes,0.016666,0.115154,0.86818,0.86818,European
HG01355,CLM,American,kg,,,no,no,,,,,
HG01356,CLM,American,kg,,,no,yes,0.055437,0.233496,0.711067,0.711067,European
HG01357,CLM,American,kg,,,no,yes,0.011193,0.226932,0.761875,0.761875,European
HG01358,CLM,American,kg,,,no,no,,,,,
HG01359,CLM,American,kg,,,no,yes,0.042276,0.198222,0.759502,0.759502,European
HG01360,CLM,American,kg,,,no,yes,0.061595,0.187422,0.750983,0.750983,European
HG01361,CLM,American,kg,,,no,no,,,,,
HG01362,CLM,American,kg,,,no,yes,0.112277,0.190412,0.697312,0.697312,European
HG01363,CLM,American,kg,,,no,yes,0.150797,0.267677,0.581526,0.581526,European
HG01365,CLM,American,kg,,,no,yes,0.134945,0.214366,0.650688,0.650688,European
HG01366,CLM,American,kg,,,no,yes,0.09887,0.202259,0.698871,0.698871,European
HG01367,CLM,American,kg,,,no,no,,,,,
HG01369,CLM,American,kg,,,no,yes,0.118247,0.412847,0.468906,0.468906,European
HG01372,CLM,American,kg,,,no,yes,0.040098,0.232333,0.727569,0.727569,European
HG01374,CLM,American,kg,,,no,yes,0.013896,0.203795,0.782309,0.782309,European
HG01375,CLM,American,kg,,,no,yes,0.125949,0.243378,0.630673,0.630673,European
HG01376,CLM,American,kg,,,no,no,,,,,
HG01377,CLM,American,kg,,,no,yes,0.094942,0.238692,0.666365,0.666365,European
HG01378,CLM,American,kg,,,no,yes,0.043985,0.301374,0.654641,0.654641,European
HG01379,CLM,American,kg,,,no,no,,,,,
HG01383,CLM,American,kg,,,no,yes,0.024323,0.177792,0.797885,0.797885,European
HG01384,CLM,American,kg,,,no,yes,0.05772,0.185988,0.756292,0.756292,European
HG01385,CLM,American,kg,,,no,no,,,,,
HG01389,CLM,American,kg,,,no,yes,0.057808,0.096059,0.846133,0.846133,European
HG01390,CLM,American,kg,,,no,yes,0.272523,0.240414,0.487063,0.487063,European
HG01391,CLM,American,kg,,,no,no,,,,,
HG01392,PUR,American,kg,,,no,yes,0.15731,0.149522,0.693168,0.693168,European
HG01393,PUR,American,kg,,,no,yes,0.210964,0.10411,0.684925,0.684925,European
HG01395,PUR,American,kg,,,no,yes,0.072823,0.089134,0.838043,0.838043,European
HG01396,PUR,American,kg,,,no,yes,0.163582,0.160267,0.676151,0.676151,European
HG01398,PUR,American,kg,,,no,yes,0.16186,0.116734,0.721406,0.721406,European
HG01402,PUR,American,kg,,,no,yes,0.166872,0.153062,0.680066,0.680066,European
HG01403,PUR,American,kg,,,no,yes,0.167733,0.127457,0.70481,0.70481,European
HG01405,PUR,American,kg,,,no,yes,0.105442,0.075871,0.818687,0.818687,European
HG01412,PUR,American,kg,,,no,yes,0.091244,0.159266,0.74949,0.74949,European
HG01413,PUR,American,kg,,,no,yes,0.150638,0.145956,0.703406,0.703406,European
HG01414,PUR,American,kg,,,no,yes,0.139634,0.129907,0.730459,0.730459,European
HG01431,CLM,American,kg,,,no,yes,0.10377,0.211347,0.684883,0.684883,European
HG01432,CLM,American,kg,,,no,yes,0.019045,0.198306,0.78265,0.78265,European
HG01433,CLM,American,kg,,,no,no,,,,,
HG01435,CLM,American,kg,,,no,yes,0.034668,0.427364,0.537968,0.537968,European
HG01437,CLM,American,kg,,,no,yes,0.016897,0.089173,0.893931,0.893931,European
HG01438,CLM,American,kg,,,no,yes,0.018954,0.012509,0.968536,0.968536,European
HG01439,CLM,American,kg,,,no,no,,,,,
HG01440,CLM,American,kg,,,no,yes,0.168056,0.175096,0.656848,0.656848,European
HG01441,CLM,American,kg,,,no,yes,0.01255,0.332722,0.654728,0.654728,European
HG01443,CLM,American,kg,,,no,yes,0.03152,0.469332,0.499147,0.499147,European
HG01444,CLM,American,kg,,,no,yes,0.086548,0.244469,0.668983,0.668983,European
HG01447,CLM,American,kg,,,no,yes,0.06857,0.198421,0.733009,0.733009,European
HG01455,CLM,American,kg,,,no,yes,0.023546,0.318336,0.658118,0.658118,European
HG01456,CLM,American,kg,,,no,yes,0.044001,0.318087,0.637912,0.637912,European
HG01457,CLM,American,kg,,,no,no,,,,,
HG01459,CLM,American,kg,,,no,yes,0.022312,0.325941,0.651747,0.651747,European
HG01461,CLM,American,kg,,,no,yes,0.166687,0.318132,0.51518,0.51518,European
HG01462,CLM,American,kg,,,no,yes,0.283507,0.269541,0.446952,0.446952,European
HG01463,CLM,American,kg,,,no,no,,,,,
HG01464,CLM,American,kg,,,no,yes,0.184665,0.255345,0.55999,0.55999,European
HG01465,CLM,American,kg,,,no,yes,0.025587,0.1279,0.846514,0.846514,European
HG01466,CLM,American,kg,,,no,no,,,,,
HG01468,CLM,American,kg,,,no,yes,0.018278,0.142904,0.838818,0.838818,European
HG01474,CLM,American,kg,,,no,yes,0.014259,0.11219,0.873551,0.873551,European
HG01479,CLM,American,kg,,,no,yes,0.025956,0.084093,0.889951,0.889951,European
HG01485,CLM,American,kg,,,no,yes,0.351133,0.220233,0.428634,0.428634,European
HG01486,CLM,American,kg,,,no,yes,0.0288,0.283353,0.687847,0.687847,European
HG01488,CLM,American,kg,,,no,yes,0.144078,0.108807,0.747115,0.747115,European
HG01489,CLM,American,kg,,,no,yes,0.019594,0.077243,0.903163,0.903163,European
HG01490,CLM,American,kg,,,no,no,,,,,
HG01491,CLM,American,kg,,,no,yes,0.016398,0.108061,0.875541,0.875541,European
HG01492,CLM,American,kg,,,no,yes,0.02515,0.153176,0.821673,0.821673,European
